eventType,stream,eventTime,transactionTime,bestBidPrice,bestAskPrice
depthUpdate,btcusdt@depth5,1662123260966,1662123260960,20274.40,20274.50
depthUpdate,btcusdt@depth5,1662123261216,1662123261210,20274.40,20274.50
depthUpdate,btcusdt@depth5,1662123261467,1662123261462,20274.40,20274.50
depthUpdate,btcusdt@depth5,1662123261717,1662123261704,20273.00,20273.10
depthUpdate,btcusdt@depth5,1662123261967,1662123261963,20272.40,20272.50
depthUpdate,btcusdt@depth5,1662123262218,1662123262213,20271.50,20271.60
depthUpdate,btcusdt@depth5,1662123262468,1662123262462,20270.20,20270.30
depthUpdate,btcusdt@depth5,1662123262719,1662123262714,20270.20,20270.30
depthUpdate,btcusdt@depth5,1662123262970,1662123262965,20270.20,20270.30
depthUpdate,btcusdt@depth5,1662123263220,1662123263213,20269.10,20269.20
depthUpdate,btcusdt@depth5,1662123263471,1662123263463,20269.10,20269.20
depthUpdate,btcusdt@depth5,1662123263721,1662123263715,20269.10,20269.20
depthUpdate,btcusdt@depth5,1662123263972,1662123263967,20269.10,20269.20
depthUpdate,btcusdt@depth5,1662123264223,1662123264217,20269.10,20269.20
depthUpdate,btcusdt@depth5,1662123264474,1662123264466,20266.70,20266.80
depthUpdate,btcusdt@depth5,1662123264725,1662123264716,20268.50,20268.70
depthUpdate,btcusdt@depth5,1662123264976,1662123264970,20269.10,20269.20
depthUpdate,btcusdt@depth5,1662123265227,1662123265222,20269.10,20269.20
depthUpdate,btcusdt@depth5,1662123265477,1662123265471,20268.40,20269.00
depthUpdate,btcusdt@depth5,1662123265727,1662123265723,20266.90,20267.00
depthUpdate,btcusdt@depth5,1662123265978,1662123265974,20266.90,20267.00
depthUpdate,btcusdt@depth5,1662123266229,1662123266224,20266.90,20267.00
depthUpdate,btcusdt@depth5,1662123266480,1662123266476,20266.90,20267.00
depthUpdate,btcusdt@depth5,1662123266730,1662123266724,20266.90,20267.00
depthUpdate,btcusdt@depth5,1662123266980,1662123266977,20266.90,20267.00
depthUpdate,btcusdt@depth5,1662123267231,1662123267226,20266.80,20266.90
depthUpdate,btcusdt@depth5,1662123267481,1662123267472,20266.80,20266.90
depthUpdate,btcusdt@depth5,1662123267731,1662123267726,20266.80,20266.90
depthUpdate,btcusdt@depth5,1662123267982,1662123267975,20266.80,20266.90
depthUpdate,btcusdt@depth5,1662123268233,1662123268228,20266.80,20266.90
depthUpdate,btcusdt@depth5,1662123268483,1662123268477,20268.60,20268.70
depthUpdate,btcusdt@depth5,1662123268733,1662123268727,20268.60,20268.70
depthUpdate,btcusdt@depth5,1662123268984,1662123268977,20268.60,20268.70
depthUpdate,btcusdt@depth5,1662123269235,1662123269230,20268.60,20268.70
depthUpdate,btcusdt@depth5,1662123269486,1662123269481,20268.60,20268.70
depthUpdate,btcusdt@depth5,1662123269737,1662123269733,20268.60,20268.70
depthUpdate,btcusdt@depth5,1662123269988,1662123269982,20267.20,20267.30
depthUpdate,btcusdt@depth5,1662123270238,1662123270232,20267.20,20267.30
depthUpdate,btcusdt@depth5,1662123270488,1662123270484,20267.20,20267.30
depthUpdate,btcusdt@depth5,1662123270739,1662123270734,20268.00,20268.10
depthUpdate,btcusdt@depth5,1662123270990,1662123270985,20269.90,20270.00
depthUpdate,btcusdt@depth5,1662123271240,1662123271235,20269.70,20269.80
depthUpdate,btcusdt@depth5,1662123271491,1662123271484,20268.00,20268.10
depthUpdate,btcusdt@depth5,1662123271741,1662123271732,20267.10,20267.20
depthUpdate,btcusdt@depth5,1662123271991,1662123271982,20265.00,20265.10
depthUpdate,btcusdt@depth5,1662123272241,1662123272235,20264.00,20264.10
depthUpdate,btcusdt@depth5,1662123272492,1662123272486,20262.50,20262.60
depthUpdate,btcusdt@depth5,1662123272742,1662123272736,20262.50,20262.60
depthUpdate,btcusdt@depth5,1662123272992,1662123272988,20260.90,20261.00
depthUpdate,btcusdt@depth5,1662123273243,1662123273236,20258.80,20258.90
depthUpdate,btcusdt@depth5,1662123273493,1662123273484,20257.90,20258.00
depthUpdate,btcusdt@depth5,1662123273744,1662123273739,20257.90,20258.00
depthUpdate,btcusdt@depth5,1662123273994,1662123273989,20257.90,20258.00
depthUpdate,btcusdt@depth5,1662123274245,1662123274239,20257.90,20258.00
depthUpdate,btcusdt@depth5,1662123274495,1662123274490,20257.90,20258.00
depthUpdate,btcusdt@depth5,1662123274746,1662123274741,20257.20,20257.30
depthUpdate,btcusdt@depth5,1662123274996,1662123274989,20257.20,20257.30
depthUpdate,btcusdt@depth5,1662123275247,1662123275242,20257.20,20257.30
depthUpdate,btcusdt@depth5,1662123275497,1662123275492,20257.10,20257.20
depthUpdate,btcusdt@depth5,1662123275747,1662123275742,20257.10,20257.20
depthUpdate,btcusdt@depth5,1662123275998,1662123275992,20257.10,20257.20
depthUpdate,btcusdt@depth5,1662123276248,1662123276243,20255.00,20255.10
depthUpdate,btcusdt@depth5,1662123276498,1662123276494,20255.00,20255.10
depthUpdate,btcusdt@depth5,1662123276749,1662123276745,20254.80,20254.90
depthUpdate,btcusdt@depth5,1662123277002,1662123276996,20253.00,20253.10
depthUpdate,btcusdt@depth5,1662123277252,1662123277248,20253.00,20253.10
depthUpdate,btcusdt@depth5,1662123277503,1662123277499,20253.00,20253.10
depthUpdate,btcusdt@depth5,1662123277754,1662123277695,20260.40,20260.80
depthUpdate,btcusdt@depth5,1662123278004,1662123277927,20264.40,20264.90
depthUpdate,btcusdt@depth5,1662123278254,1662123278226,20268.70,20268.80
depthUpdate,btcusdt@depth5,1662123278505,1662123278494,20269.30,20270.70
depthUpdate,btcusdt@depth5,1662123278756,1662123278750,20271.40,20271.50
depthUpdate,btcusdt@depth5,1662123279006,1662123279000,20271.40,20271.50
depthUpdate,btcusdt@depth5,1662123279256,1662123279232,20270.40,20270.60
depthUpdate,btcusdt@depth5,1662123279507,1662123279502,20268.90,20269.00
depthUpdate,btcusdt@depth5,1662123279759,1662123279750,20267.90,20268.00
depthUpdate,btcusdt@depth5,1662123280010,1662123280003,20265.20,20265.30
depthUpdate,btcusdt@depth5,1662123280260,1662123280240,20264.90,20265.20
depthUpdate,btcusdt@depth5,1662123280516,1662123280509,20264.70,20264.80
depthUpdate,btcusdt@depth5,1662123280766,1662123280760,20263.50,20264.10
depthUpdate,btcusdt@depth5,1662123281017,1662123281004,20263.20,20263.30
depthUpdate,btcusdt@depth5,1662123281267,1662123281262,20261.90,20262.00
depthUpdate,btcusdt@depth5,1662123281517,1662123281511,20261.90,20262.00
depthUpdate,btcusdt@depth5,1662123281767,1662123281761,20261.90,20262.00
depthUpdate,btcusdt@depth5,1662123282018,1662123282013,20261.90,20262.00
depthUpdate,btcusdt@depth5,1662123282268,1662123282263,20261.90,20262.00
depthUpdate,btcusdt@depth5,1662123282519,1662123282511,20261.90,20262.00
depthUpdate,btcusdt@depth5,1662123282769,1662123282764,20260.50,20260.60
depthUpdate,btcusdt@depth5,1662123283022,1662123282993,20258.90,20259.00
depthUpdate,btcusdt@depth5,1662123283272,1662123283262,20258.80,20258.90
depthUpdate,btcusdt@depth5,1662123283522,1662123283515,20256.90,20257.00
depthUpdate,btcusdt@depth5,1662123283772,1662123283766,20256.90,20257.00
depthUpdate,btcusdt@depth5,1662123284022,1662123284017,20256.90,20257.00
depthUpdate,btcusdt@depth5,1662123284274,1662123284268,20256.90,20257.00
depthUpdate,btcusdt@depth5,1662123284525,1662123284519,20256.90,20257.00
depthUpdate,btcusdt@depth5,1662123284777,1662123284771,20258.70,20258.80
depthUpdate,btcusdt@depth5,1662123285027,1662123285019,20258.70,20258.80
depthUpdate,btcusdt@depth5,1662123285277,1662123285271,20259.90,20260.00
depthUpdate,btcusdt@depth5,1662123285527,1662123285523,20261.80,20261.90
depthUpdate,btcusdt@depth5,1662123285777,1662123285772,20261.80,20261.90
depthUpdate,btcusdt@depth5,1662123286030,1662123286024,20261.80,20261.90
depthUpdate,btcusdt@depth5,1662123286281,1662123286276,20261.80,20261.90
depthUpdate,btcusdt@depth5,1662123286531,1662123286525,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123286781,1662123286775,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123287031,1662123287024,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123287281,1662123287276,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123287531,1662123287524,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123287781,1662123287775,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123288032,1662123288029,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123288283,1662123288278,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123288534,1662123288528,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123288784,1662123288780,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123289036,1662123289032,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123289287,1662123289281,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123289539,1662123289533,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123289790,1662123289784,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123290040,1662123290035,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123290291,1662123290286,20264.90,20265.00
depthUpdate,btcusdt@depth5,1662123290543,1662123290538,20264.40,20264.50
depthUpdate,btcusdt@depth5,1662123290794,1662123290790,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123291044,1662123291037,20263.60,20263.70
depthUpdate,btcusdt@depth5,1662123291295,1662123291287,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123291545,1662123291540,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123291796,1662123291788,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123292046,1662123292040,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123292297,1662123292291,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123292549,1662123292543,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123292799,1662123292791,20263.00,20263.10
depthUpdate,btcusdt@depth5,1662123293049,1662123293043,20263.20,20263.30
depthUpdate,btcusdt@depth5,1662123293300,1662123293296,20263.20,20263.30
depthUpdate,btcusdt@depth5,1662123293551,1662123293544,20263.20,20263.30
depthUpdate,btcusdt@depth5,1662123293801,1662123293794,20263.20,20263.30
depthUpdate,btcusdt@depth5,1662123294051,1662123294044,20263.20,20263.30
depthUpdate,btcusdt@depth5,1662123294302,1662123294297,20263.20,20263.30
depthUpdate,btcusdt@depth5,1662123294553,1662123294547,20263.20,20263.30
depthUpdate,btcusdt@depth5,1662123294804,1662123294800,20263.20,20263.30
depthUpdate,btcusdt@depth5,1662123295057,1662123295047,20262.60,20262.70
depthUpdate,btcusdt@depth5,1662123295311,1662123295288,20260.00,20260.10
depthUpdate,btcusdt@depth5,1662123295562,1662123295557,20258.90,20259.00
depthUpdate,btcusdt@depth5,1662123295813,1662123295807,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123296063,1662123296058,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123296313,1662123296308,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123296564,1662123296559,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123296814,1662123296807,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123297064,1662123297060,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123297314,1662123297308,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123297564,1662123297558,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123297815,1662123297812,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123298066,1662123298061,20258.00,20258.10
depthUpdate,btcusdt@depth5,1662123298317,1662123298313,20258.00,20258.10
depthUpdate,btcusdt@depth5,1662123298567,1662123298558,20258.30,20258.40
depthUpdate,btcusdt@depth5,1662123298817,1662123298801,20259.90,20260.00
depthUpdate,btcusdt@depth5,1662123299067,1662123299062,20259.90,20260.00
depthUpdate,btcusdt@depth5,1662123299317,1662123299313,20258.00,20258.10
depthUpdate,btcusdt@depth5,1662123299568,1662123299562,20259.20,20259.30
depthUpdate,btcusdt@depth5,1662123299819,1662123299813,20259.20,20259.30
depthUpdate,btcusdt@depth5,1662123300070,1662123300066,20259.20,20259.30
depthUpdate,btcusdt@depth5,1662123300321,1662123300316,20259.30,20259.40
depthUpdate,btcusdt@depth5,1662123300571,1662123300566,20259.30,20259.40
depthUpdate,btcusdt@depth5,1662123300823,1662123300820,20257.00,20257.10
depthUpdate,btcusdt@depth5,1662123301073,1662123301069,20257.00,20257.10
depthUpdate,btcusdt@depth5,1662123301324,1662123301319,20257.00,20257.10
depthUpdate,btcusdt@depth5,1662123301575,1662123301568,20257.00,20257.10
depthUpdate,btcusdt@depth5,1662123301826,1662123301822,20257.00,20257.10
