eventType,stream,eventTime,transactionTime,bestBidPrice,bestAskPrice
depthUpdate,ethusdt@depth5,1662123237538,1662123237533,1620.96,1620.97
depthUpdate,ethusdt@depth5,1662123237789,1662123237785,1620.96,1620.97
depthUpdate,ethusdt@depth5,1662123238040,1662123238035,1621.09,1621.10
depthUpdate,ethusdt@depth5,1662123238291,1662123238286,1620.97,1620.98
depthUpdate,ethusdt@depth5,1662123238542,1662123238536,1620.97,1620.98
depthUpdate,ethusdt@depth5,1662123238792,1662123238787,1621.16,1621.17
depthUpdate,ethusdt@depth5,1662123239042,1662123239036,1621.19,1621.20
depthUpdate,ethusdt@depth5,1662123239293,1662123239289,1621.19,1621.20
depthUpdate,ethusdt@depth5,1662123239543,1662123239535,1621.19,1621.20
depthUpdate,ethusdt@depth5,1662123239793,1662123239788,1621.19,1621.20
depthUpdate,ethusdt@depth5,1662123240045,1662123240039,1621.19,1621.20
depthUpdate,ethusdt@depth5,1662123240295,1662123240287,1621.19,1621.20
depthUpdate,ethusdt@depth5,1662123240545,1662123240539,1621.19,1621.20
depthUpdate,ethusdt@depth5,1662123240795,1662123240789,1621.19,1621.20
depthUpdate,ethusdt@depth5,1662123241046,1662123241041,1621.01,1621.02
depthUpdate,ethusdt@depth5,1662123241296,1662123241291,1620.83,1620.84
depthUpdate,ethusdt@depth5,1662123241546,1662123241542,1620.98,1620.99
depthUpdate,ethusdt@depth5,1662123241797,1662123241787,1621.42,1621.43
depthUpdate,ethusdt@depth5,1662123242047,1662123242042,1621.59,1621.60
depthUpdate,ethusdt@depth5,1662123242297,1662123242290,1621.74,1621.75
depthUpdate,ethusdt@depth5,1662123242547,1662123242541,1621.74,1621.75
depthUpdate,ethusdt@depth5,1662123242800,1662123242792,1621.74,1621.75
depthUpdate,ethusdt@depth5,1662123243050,1662123243032,1621.58,1621.59
depthUpdate,ethusdt@depth5,1662123243300,1662123243262,1621.75,1621.76
depthUpdate,ethusdt@depth5,1662123243552,1662123243545,1621.97,1621.98
depthUpdate,ethusdt@depth5,1662123243803,1662123243797,1621.98,1621.99
depthUpdate,ethusdt@depth5,1662123244053,1662123244045,1621.98,1621.99
depthUpdate,ethusdt@depth5,1662123244303,1662123244297,1621.98,1621.99
depthUpdate,ethusdt@depth5,1662123244553,1662123244547,1621.98,1621.99
depthUpdate,ethusdt@depth5,1662123244803,1662123244797,1621.98,1621.99
depthUpdate,ethusdt@depth5,1662123245053,1662123245047,1621.98,1621.99
depthUpdate,ethusdt@depth5,1662123245303,1662123245298,1621.98,1621.99
depthUpdate,ethusdt@depth5,1662123245553,1662123245546,1621.98,1621.99
depthUpdate,ethusdt@depth5,1662123245803,1662123245796,1621.99,1622.00
depthUpdate,ethusdt@depth5,1662123246053,1662123246047,1621.79,1621.80
depthUpdate,ethusdt@depth5,1662123246303,1662123246293,1621.51,1621.52
depthUpdate,ethusdt@depth5,1662123246553,1662123246547,1621.14,1621.15
depthUpdate,ethusdt@depth5,1662123246804,1662123246798,1621.01,1621.02
depthUpdate,ethusdt@depth5,1662123247054,1662123247049,1621.00,1621.01
depthUpdate,ethusdt@depth5,1662123247304,1662123247297,1621.00,1621.01
depthUpdate,ethusdt@depth5,1662123247554,1662123247549,1621.25,1621.26
depthUpdate,ethusdt@depth5,1662123247807,1662123247802,1621.11,1621.12
depthUpdate,ethusdt@depth5,1662123248057,1662123248051,1621.16,1621.17
depthUpdate,ethusdt@depth5,1662123248308,1662123248302,1621.37,1621.38
depthUpdate,ethusdt@depth5,1662123248559,1662123248553,1621.01,1621.02
depthUpdate,ethusdt@depth5,1662123248809,1662123248802,1621.01,1621.02
depthUpdate,ethusdt@depth5,1662123249059,1662123249056,1621.11,1621.12
depthUpdate,ethusdt@depth5,1662123249310,1662123249302,1621.11,1621.12
depthUpdate,ethusdt@depth5,1662123249560,1662123249554,1620.63,1620.64
depthUpdate,ethusdt@depth5,1662123249810,1662123249805,1620.42,1620.43
depthUpdate,ethusdt@depth5,1662123250060,1662123250054,1620.69,1620.71
depthUpdate,ethusdt@depth5,1662123250310,1662123250306,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123250560,1662123250554,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123250811,1662123250804,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123251062,1662123251054,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123251312,1662123251308,1621.18,1621.19
depthUpdate,ethusdt@depth5,1662123251565,1662123251560,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123251816,1662123251811,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123252069,1662123252062,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123252319,1662123252314,1621.24,1621.25
depthUpdate,ethusdt@depth5,1662123252570,1662123252565,1621.24,1621.25
depthUpdate,ethusdt@depth5,1662123252821,1662123252815,1621.37,1621.38
depthUpdate,ethusdt@depth5,1662123253071,1662123253064,1621.37,1621.38
depthUpdate,ethusdt@depth5,1662123253322,1662123253317,1621.20,1621.21
depthUpdate,ethusdt@depth5,1662123253572,1662123253566,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123253822,1662123253817,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123254073,1662123254068,1620.90,1620.91
depthUpdate,ethusdt@depth5,1662123254324,1662123254318,1620.86,1620.87
depthUpdate,ethusdt@depth5,1662123254574,1662123254569,1620.86,1620.87
depthUpdate,ethusdt@depth5,1662123254824,1662123254818,1620.86,1620.87
depthUpdate,ethusdt@depth5,1662123255074,1662123255070,1621.23,1621.24
depthUpdate,ethusdt@depth5,1662123255324,1662123255319,1621.49,1621.50
depthUpdate,ethusdt@depth5,1662123255574,1662123255570,1621.58,1621.59
depthUpdate,ethusdt@depth5,1662123255824,1662123255819,1621.68,1621.69
depthUpdate,ethusdt@depth5,1662123256074,1662123256069,1621.73,1621.74
depthUpdate,ethusdt@depth5,1662123256324,1662123256318,1621.04,1621.05
depthUpdate,ethusdt@depth5,1662123256574,1662123256567,1621.31,1621.32
depthUpdate,ethusdt@depth5,1662123256826,1662123256821,1621.40,1621.41
depthUpdate,ethusdt@depth5,1662123257076,1662123257070,1621.31,1621.32
depthUpdate,ethusdt@depth5,1662123257327,1662123257322,1621.31,1621.32
depthUpdate,ethusdt@depth5,1662123257579,1662123257573,1621.16,1621.17
depthUpdate,ethusdt@depth5,1662123257830,1662123257826,1621.35,1621.36
depthUpdate,ethusdt@depth5,1662123258081,1662123258076,1621.40,1621.41
depthUpdate,ethusdt@depth5,1662123258331,1662123258324,1621.27,1621.28
depthUpdate,ethusdt@depth5,1662123258581,1662123258575,1621.16,1621.17
depthUpdate,ethusdt@depth5,1662123258831,1662123258826,1621.02,1621.04
depthUpdate,ethusdt@depth5,1662123259082,1662123259076,1620.91,1620.92
depthUpdate,ethusdt@depth5,1662123259332,1662123259326,1620.91,1620.92
depthUpdate,ethusdt@depth5,1662123259582,1662123259576,1620.91,1620.92
depthUpdate,ethusdt@depth5,1662123259833,1662123259828,1620.91,1620.92
depthUpdate,ethusdt@depth5,1662123260084,1662123260078,1620.91,1620.92
depthUpdate,ethusdt@depth5,1662123260334,1662123260328,1620.91,1620.92
depthUpdate,ethusdt@depth5,1662123260585,1662123260579,1620.65,1620.66
depthUpdate,ethusdt@depth5,1662123260836,1662123260832,1620.30,1620.31
depthUpdate,ethusdt@depth5,1662123261086,1662123261081,1620.18,1620.19
depthUpdate,ethusdt@depth5,1662123261336,1662123261331,1620.15,1620.16
depthUpdate,ethusdt@depth5,1662123261588,1662123261581,1620.15,1620.16
depthUpdate,ethusdt@depth5,1662123261838,1662123261831,1619.81,1619.82
depthUpdate,ethusdt@depth5,1662123262089,1662123262083,1619.91,1619.92
depthUpdate,ethusdt@depth5,1662123262339,1662123262334,1619.77,1619.78
depthUpdate,ethusdt@depth5,1662123262590,1662123262583,1619.78,1619.79
depthUpdate,ethusdt@depth5,1662123262841,1662123262835,1619.52,1619.53
depthUpdate,ethusdt@depth5,1662123263091,1662123263085,1619.52,1619.53
depthUpdate,ethusdt@depth5,1662123263341,1662123263335,1619.64,1619.65
depthUpdate,ethusdt@depth5,1662123263591,1662123263585,1619.64,1619.65
depthUpdate,ethusdt@depth5,1662123263841,1662123263835,1619.74,1619.75
depthUpdate,ethusdt@depth5,1662123264091,1662123264084,1619.74,1619.75
depthUpdate,ethusdt@depth5,1662123264341,1662123264336,1619.64,1619.65
depthUpdate,ethusdt@depth5,1662123264592,1662123264587,1619.64,1619.65
depthUpdate,ethusdt@depth5,1662123264842,1662123264838,1619.78,1619.79
depthUpdate,ethusdt@depth5,1662123265092,1662123265087,1619.69,1619.70
depthUpdate,ethusdt@depth5,1662123265345,1662123265339,1619.69,1619.70
depthUpdate,ethusdt@depth5,1662123265595,1662123265589,1619.52,1619.53
depthUpdate,ethusdt@depth5,1662123265845,1662123265840,1619.52,1619.53
depthUpdate,ethusdt@depth5,1662123266095,1662123266091,1619.52,1619.53
depthUpdate,ethusdt@depth5,1662123266346,1662123266340,1619.52,1619.53
depthUpdate,ethusdt@depth5,1662123266597,1662123266592,1619.50,1619.51
depthUpdate,ethusdt@depth5,1662123266847,1662123266842,1619.33,1619.34
depthUpdate,ethusdt@depth5,1662123267099,1662123267095,1619.41,1619.42
depthUpdate,ethusdt@depth5,1662123267349,1662123267342,1619.63,1619.64
depthUpdate,ethusdt@depth5,1662123267599,1662123267593,1619.65,1619.66
depthUpdate,ethusdt@depth5,1662123267849,1662123267842,1619.65,1619.66
depthUpdate,ethusdt@depth5,1662123268101,1662123268096,1619.65,1619.66
depthUpdate,ethusdt@depth5,1662123268352,1662123268345,1619.89,1619.90
depthUpdate,ethusdt@depth5,1662123268602,1662123268595,1620.07,1620.08
depthUpdate,ethusdt@depth5,1662123268852,1662123268846,1619.85,1619.86
depthUpdate,ethusdt@depth5,1662123269103,1662123269097,1619.72,1619.73
depthUpdate,ethusdt@depth5,1662123269356,1662123269351,1619.69,1619.70
depthUpdate,ethusdt@depth5,1662123269607,1662123269602,1619.69,1619.70
depthUpdate,ethusdt@depth5,1662123269860,1662123269856,1619.69,1619.70
depthUpdate,ethusdt@depth5,1662123270113,1662123270105,1619.69,1619.70
depthUpdate,ethusdt@depth5,1662123270364,1662123270358,1619.84,1619.85
depthUpdate,ethusdt@depth5,1662123270614,1662123270609,1619.84,1619.85
depthUpdate,ethusdt@depth5,1662123270864,1662123270857,1619.84,1619.85
depthUpdate,ethusdt@depth5,1662123271115,1662123271105,1619.84,1619.85
depthUpdate,ethusdt@depth5,1662123271366,1662123271361,1619.84,1619.85
depthUpdate,ethusdt@depth5,1662123271616,1662123271610,1619.77,1619.78
depthUpdate,ethusdt@depth5,1662123271868,1662123271863,1619.30,1619.31
depthUpdate,ethusdt@depth5,1662123272118,1662123272111,1619.09,1619.10
depthUpdate,ethusdt@depth5,1662123272369,1662123272363,1619.09,1619.10
depthUpdate,ethusdt@depth5,1662123272619,1662123272615,1618.99,1619.00
depthUpdate,ethusdt@depth5,1662123272870,1662123272856,1618.85,1618.86
depthUpdate,ethusdt@depth5,1662123273120,1662123273115,1618.62,1618.63
depthUpdate,ethusdt@depth5,1662123273371,1662123273366,1618.62,1618.63
depthUpdate,ethusdt@depth5,1662123273621,1662123273606,1618.22,1618.23
depthUpdate,ethusdt@depth5,1662123273872,1662123273868,1618.39,1618.40
depthUpdate,ethusdt@depth5,1662123274123,1662123274117,1618.83,1618.84
depthUpdate,ethusdt@depth5,1662123274373,1662123274367,1618.62,1618.63
depthUpdate,ethusdt@depth5,1662123274623,1662123274615,1618.37,1618.38
depthUpdate,ethusdt@depth5,1662123274873,1662123274867,1618.37,1618.38
depthUpdate,ethusdt@depth5,1662123275124,1662123275119,1618.37,1618.38
depthUpdate,ethusdt@depth5,1662123275375,1662123275370,1618.22,1618.23
depthUpdate,ethusdt@depth5,1662123275626,1662123275620,1618.63,1618.64
depthUpdate,ethusdt@depth5,1662123275878,1662123275872,1618.63,1618.64
depthUpdate,ethusdt@depth5,1662123276128,1662123276122,1618.63,1618.64
depthUpdate,ethusdt@depth5,1662123276378,1662123276372,1618.59,1618.60
depthUpdate,ethusdt@depth5,1662123276628,1662123276623,1618.18,1618.19
depthUpdate,ethusdt@depth5,1662123276878,1662123276873,1618.18,1618.19
depthUpdate,ethusdt@depth5,1662123277128,1662123277123,1618.18,1618.19
depthUpdate,ethusdt@depth5,1662123277378,1662123277373,1618.10,1618.11
depthUpdate,ethusdt@depth5,1662123277628,1662123277588,1618.36,1618.71
depthUpdate,ethusdt@depth5,1662123277878,1662123277815,1619.63,1619.68
depthUpdate,ethusdt@depth5,1662123278128,1662123278052,1619.86,1619.87
depthUpdate,ethusdt@depth5,1662123278379,1662123278360,1620.70,1620.72
depthUpdate,ethusdt@depth5,1662123278629,1662123278621,1620.53,1620.56
depthUpdate,ethusdt@depth5,1662123278879,1662123278874,1620.56,1620.57
depthUpdate,ethusdt@depth5,1662123279130,1662123279122,1620.19,1620.22
depthUpdate,ethusdt@depth5,1662123279381,1662123279372,1619.44,1619.47
depthUpdate,ethusdt@depth5,1662123279631,1662123279626,1619.49,1619.63
depthUpdate,ethusdt@depth5,1662123279883,1662123279875,1619.29,1619.30
depthUpdate,ethusdt@depth5,1662123280133,1662123280125,1619.41,1619.42
depthUpdate,ethusdt@depth5,1662123280384,1662123280370,1619.41,1619.42
depthUpdate,ethusdt@depth5,1662123280642,1662123280634,1619.36,1619.37
depthUpdate,ethusdt@depth5,1662123280893,1662123280884,1619.16,1619.25
depthUpdate,ethusdt@depth5,1662123281143,1662123281138,1619.20,1619.21
depthUpdate,ethusdt@depth5,1662123281394,1662123281389,1619.00,1619.01
depthUpdate,ethusdt@depth5,1662123281644,1662123281639,1618.83,1618.84
depthUpdate,ethusdt@depth5,1662123281895,1662123281891,1619.17,1619.18
depthUpdate,ethusdt@depth5,1662123282146,1662123282138,1619.17,1619.18
depthUpdate,ethusdt@depth5,1662123282397,1662123282391,1618.98,1618.99
depthUpdate,ethusdt@depth5,1662123282647,1662123282641,1618.98,1618.99
depthUpdate,ethusdt@depth5,1662123282897,1662123282881,1618.80,1618.81
depthUpdate,ethusdt@depth5,1662123283147,1662123283142,1618.22,1618.23
depthUpdate,ethusdt@depth5,1662123283398,1662123283389,1618.16,1618.17
depthUpdate,ethusdt@depth5,1662123283648,1662123283643,1618.21,1618.22
depthUpdate,ethusdt@depth5,1662123283898,1662123283892,1618.21,1618.22
depthUpdate,ethusdt@depth5,1662123284148,1662123284143,1618.41,1618.42
depthUpdate,ethusdt@depth5,1662123284400,1662123284394,1618.41,1618.42
depthUpdate,ethusdt@depth5,1662123284652,1662123284645,1618.66,1618.67
depthUpdate,ethusdt@depth5,1662123284902,1662123284898,1618.66,1618.67
depthUpdate,ethusdt@depth5,1662123285155,1662123285151,1618.66,1618.67
depthUpdate,ethusdt@depth5,1662123285406,1662123285400,1619.17,1619.18
depthUpdate,ethusdt@depth5,1662123285656,1662123285650,1619.17,1619.18
depthUpdate,ethusdt@depth5,1662123285907,1662123285902,1619.17,1619.18
depthUpdate,ethusdt@depth5,1662123286160,1662123286154,1619.17,1619.18
depthUpdate,ethusdt@depth5,1662123286412,1662123286406,1619.34,1619.35
depthUpdate,ethusdt@depth5,1662123286662,1662123286657,1619.34,1619.35
depthUpdate,ethusdt@depth5,1662123286915,1662123286910,1619.34,1619.35
depthUpdate,ethusdt@depth5,1662123287165,1662123287160,1619.34,1619.35
depthUpdate,ethusdt@depth5,1662123287417,1662123287412,1618.75,1618.76
depthUpdate,ethusdt@depth5,1662123287667,1662123287661,1619.16,1619.17
depthUpdate,ethusdt@depth5,1662123287917,1662123287910,1619.27,1619.28
depthUpdate,ethusdt@depth5,1662123288167,1662123288162,1619.27,1619.28
depthUpdate,ethusdt@depth5,1662123288417,1662123288413,1619.27,1619.28
depthUpdate,ethusdt@depth5,1662123288668,1662123288662,1619.41,1619.42
depthUpdate,ethusdt@depth5,1662123288919,1662123288911,1619.41,1619.42
depthUpdate,ethusdt@depth5,1662123289169,1662123289162,1619.41,1619.42
depthUpdate,ethusdt@depth5,1662123289419,1662123289414,1619.41,1619.42
depthUpdate,ethusdt@depth5,1662123289670,1662123289666,1619.37,1619.38
depthUpdate,ethusdt@depth5,1662123289921,1662123289915,1619.35,1619.36
depthUpdate,ethusdt@depth5,1662123290171,1662123290164,1619.45,1619.50
depthUpdate,ethusdt@depth5,1662123290421,1662123290415,1619.45,1619.46
depthUpdate,ethusdt@depth5,1662123290671,1662123290665,1619.45,1619.46
depthUpdate,ethusdt@depth5,1662123290922,1662123290918,1619.45,1619.46
depthUpdate,ethusdt@depth5,1662123291172,1662123291167,1619.53,1619.54
depthUpdate,ethusdt@depth5,1662123291422,1662123291415,1619.33,1619.34
depthUpdate,ethusdt@depth5,1662123291672,1662123291668,1619.53,1619.54
depthUpdate,ethusdt@depth5,1662123291923,1662123291919,1619.62,1619.63
depthUpdate,ethusdt@depth5,1662123292174,1662123292170,1619.62,1619.63
depthUpdate,ethusdt@depth5,1662123292426,1662123292421,1619.77,1619.78
depthUpdate,ethusdt@depth5,1662123292676,1662123292670,1619.46,1619.47
depthUpdate,ethusdt@depth5,1662123292926,1662123292922,1619.63,1619.64
depthUpdate,ethusdt@depth5,1662123293177,1662123293170,1619.63,1619.64
depthUpdate,ethusdt@depth5,1662123293427,1662123293420,1619.72,1619.73
depthUpdate,ethusdt@depth5,1662123293677,1662123293670,1619.72,1619.73
depthUpdate,ethusdt@depth5,1662123293927,1662123293922,1619.72,1619.73
depthUpdate,ethusdt@depth5,1662123294178,1662123294172,1619.72,1619.73
depthUpdate,ethusdt@depth5,1662123294428,1662123294423,1619.72,1619.73
depthUpdate,ethusdt@depth5,1662123294679,1662123294674,1619.69,1619.70
depthUpdate,ethusdt@depth5,1662123294931,1662123294925,1619.69,1619.70
depthUpdate,ethusdt@depth5,1662123295181,1662123295173,1619.03,1619.04
depthUpdate,ethusdt@depth5,1662123295432,1662123295428,1619.01,1619.04
depthUpdate,ethusdt@depth5,1662123295684,1662123295679,1619.00,1619.01
depthUpdate,ethusdt@depth5,1662123295934,1662123295927,1618.91,1618.92
depthUpdate,ethusdt@depth5,1662123296185,1662123296178,1618.82,1618.83
depthUpdate,ethusdt@depth5,1662123296435,1662123296430,1618.82,1618.83
depthUpdate,ethusdt@depth5,1662123296685,1662123296678,1619.03,1619.04
depthUpdate,ethusdt@depth5,1662123296935,1662123296929,1619.03,1619.04
depthUpdate,ethusdt@depth5,1662123297185,1662123297179,1619.03,1619.04
depthUpdate,ethusdt@depth5,1662123297435,1662123297427,1619.06,1619.07
depthUpdate,ethusdt@depth5,1662123297685,1662123297680,1619.14,1619.18
depthUpdate,ethusdt@depth5,1662123297936,1662123297929,1619.01,1619.02
depthUpdate,ethusdt@depth5,1662123298186,1662123298181,1619.01,1619.02
depthUpdate,ethusdt@depth5,1662123298436,1662123298430,1619.16,1619.17
depthUpdate,ethusdt@depth5,1662123298687,1662123298682,1619.44,1619.45
depthUpdate,ethusdt@depth5,1662123298938,1662123298934,1619.62,1619.63
depthUpdate,ethusdt@depth5,1662123299188,1662123299182,1619.62,1619.63
depthUpdate,ethusdt@depth5,1662123299438,1662123299433,1619.44,1619.45
depthUpdate,ethusdt@depth5,1662123299690,1662123299685,1619.44,1619.45
depthUpdate,ethusdt@depth5,1662123299940,1662123299935,1619.62,1619.63
depthUpdate,ethusdt@depth5,1662123300190,1662123300184,1619.62,1619.63
depthUpdate,ethusdt@depth5,1662123300441,1662123300439,1619.72,1619.73
depthUpdate,ethusdt@depth5,1662123300692,1662123300688,1619.61,1619.62
depthUpdate,ethusdt@depth5,1662123300945,1662123300937,1619.33,1619.34
depthUpdate,ethusdt@depth5,1662123301195,1662123301190,1619.50,1619.51
depthUpdate,ethusdt@depth5,1662123301446,1662123301439,1619.50,1619.51
depthUpdate,ethusdt@depth5,1662123301696,1662123301690,1619.27,1619.28
